일련번호,시도,시군구,읍면동,리,구분,번,지
109440,울산광역시,울주군,온산읍,덕신리,일반,275,17
109441,경기도,화성시,우정읍,이화리,일반,829,2
109442,울산광역시,울주군,삼남읍,가천리,일반,461,1
109443,경기도,파주시,법원읍,법원리,일반,491,17
109444,인천광역시,강화군,길상면,장흥리,일반,488,17
109445,충청북도,제천시,송학면,입석리,일반,523,15
109446,경상남도,김해시,진례면,고모리,일반,1578,3
109447,인천광역시,강화군,삼산면,매음리,일반,855,9
109448,충청남도,서천군,마서면,옥북리,일반,401,
109449,경상남도,창원시 성산구,대원동,,일반,105,15
109450,제주특별자치도,제주시,영평동,,일반,2157,7
109451,경상남도,양산시,동면,가산리,일반,781,
109452,인천광역시,서구,가좌동,,일반,579,6
109453,제주특별자치도,서귀포시,남원읍,수망리,일반,550,
109454,충청남도,공주시,탄천면,남산리,일반,256,13
109455,경기도,연천군,중면,마거리,일반,764,
109456,울산광역시,울주군,온산읍,덕신리,일반,426,2
109457,전라남도,무안군,망운면,피서리,일반,841,
109458,충청남도,아산시,둔포면,석곡리,일반,125,5
109459,경기도,파주시,법원읍,동문리,일반,537,1
109460,충청남도,천안시 서북구,차암동,,일반,320,3
109461,충청남도,아산시,인주면,금성리,일반,114,3
109462,부산광역시,기장군,장안읍,기룡리,일반,1154,3
109463,충청북도,괴산군,괴산읍,대덕리,일반,7,6
109464,울산광역시,울주군,삼남읍,가천리,일반,975,
109465,경기도,광명시,소하동,,일반,296,1
109466,대구광역시,북구,침산동,,일반,929,1
109467,울산광역시,울주군,상북면,등억알프스리,일반,628,1
109468,제주특별자치도,제주시,구좌읍,송당리,일반,801,12
109469,경상북도,영천시,고경면,용전리,일반,697,
109470,경상북도,구미시,인의동,,일반,270,28
109471,충청남도,공주시,의당면,가산리,산,9,
109472,경상북도,구미시,장천면,신장리,일반,62,
109473,경상북도,구미시,산동읍,신당리,일반,1568,
109474,전라남도,광양시,태인동,,일반,896,59
109475,경상북도,상주시,낙동면,승곡리,일반,1,12
109476,경상남도,창원시 의창구,대산면,가술리,일반,388,6
109477,경기도,안성시,서운면,양촌리,산,29,3
109478,경상북도,상주시,화남면,평온리,일반,776,3
109479,대구광역시,달서구,신당동,,일반,321,196
109480,경기도,연천군,중면,합수리,일반,357,
109481,대구광역시,서구,이현동,,일반,104,
109482,전라남도,광양시,태인동,,일반,125,35
109483,전라남도,곡성군,석곡면,봉전리,일반,21,
109484,충청북도,청주시 흥덕구,오송읍,동평리,일반,113,2
109485,경기도,이천시,설성면,장능리,일반,170,41
109486,전라남도,무안군,청계면,복길리,일반,546,4
109487,부산광역시,사하구,장림동,,일반,163,27
109488,울산광역시,울주군,온양읍,내광리,일반,313,1
109489,대구광역시,달성군,구지면,창리,일반,1444,7
109490,경기도,평택시,포승읍,원정리,산,109,4
109491,경상북도,영천시,채신동,,일반,619,
109492,경상남도,함안군,법수면,윤외리,일반,1941,
109493,광주광역시,광산구,월계동,,일반,845,4
109494,경기도,포천시,가산면,방축리,일반,296,2
109495,경기도,파주시,탄현면,축현리,일반,35,11
109496,경기도,가평군,북면,백둔리,일반,54,2
109497,충청남도,서산시,해미면,대곡리,일반,917,
109498,경상북도,칠곡군,지천면,창평리,일반,195,9
109499,경기도,평택시,서탄면,수월암리,일반,28,7
109500,전라남도,장성군,진원면,산동리,일반,602,6
109501,전라남도,영암군,삼호읍,나불리,일반,338,4
109502,충청남도,천안시 동남구,풍세면,용정리,일반,1031,
109503,경기도,김포시,통진읍,가현리,일반,88,11
109504,경기도,포천시,내촌면,신팔리,일반,286,1
109505,경상남도,의령군,부림면,경산리,일반,911,2
109506,전라남도,담양군,무정면,정석리,일반,438,46
109507,경상북도,영천시,화남면,사천리,일반,485,
109508,경상남도,김해시,진영읍,본산리,일반,611,2
109509,경기도,연천군,장남면,판부리,일반,280,
109510,경상남도,양산시,평산동,,일반,568,3
109511,대구광역시,달서구,대천동,,일반,528,
109512,충청남도,서산시,부석면,갈마리,일반,756,16
109513,전라남도,장성군,북일면,신흥리,일반,169,40
109514,전라남도,광양시,태인동,,일반,1549,3
109515,충청북도,청주시 청원구,오창읍,화산리,일반,268,2
109516,충청남도,예산군,대술면,궐곡리,일반,45,4
109517,전라남도,무안군,무안읍,용월리,일반,212,
109518,서울특별시,강남구,역삼동,,일반,707,3
109519,전라남도,무안군,운남면,성내리,일반,1421,249
109520,부산광역시,강서구,송정동,,일반,1603,4
109521,충청남도,홍성군,구항면,태봉리,일반,220,
109522,경상남도,통영시,광도면,안정리,일반,369,14
109523,경상남도,창녕군,고암면,억만리,일반,1071,7
109524,경기도,연천군,중면,합수리,일반,326,
109525,경상남도,산청군,금서면,매촌리,일반,1143,
109526,경상북도,영천시,신녕면,왕산리,일반,362,
109527,경기도,포천시,가산면,금현리,일반,333,9
109528,경기도,광주시,목동,,일반,142,98
109529,경기도,화성시,남양읍,안석리,일반,346,
109530,충청북도,청주시 청원구,오창읍,원리,일반,196,1
109531,경기도,평택시,지산동,,산,82,1
109532,대전광역시,유성구,하기동,,일반,2,
109533,경상북도,영천시,서산동,,일반,410,4
109534,충청남도,부여군,초촌면,신암리,일반,2,42
109535,울산광역시,울주군,온산읍,강양리,산,31,
109536,경기도,양주시,율정동,,일반,208,3
109537,경상북도,영천시,청통면,신학리,일반,28,
109538,충청남도,서천군,종천면,석촌리,일반,69,
109539,경상북도,경주시,양남면,신서리,산,190,
109540,경기도,화성시,장안면,독정리,일반,359,5
109541,경기도,화성시,장안면,독정리,일반,461,27
109542,경기도,화성시,장안면,수촌리,일반,921,5
109543,경기도,안성시,죽산면,칠장리,일반,62,1
109544,대구광역시,달성군,논공읍,남리,일반,1142,13
109545,충청북도,충주시,대소원면,본리,일반,814,
109546,충청남도,당진시,정미면,대운산리,일반,595,14
109547,전라남도,광양시,태인동,,일반,1254,1
109548,경상북도,구미시,황상동,,일반,201,18
109549,제주특별자치도,제주시,애월읍,유수암리,일반,2698,
109550,경상남도,양산시,덕계동,,일반,610,
109551,대구광역시,달성군,하빈면,하산리,일반,139,3
109552,충청북도,옥천군,청산면,인정리,일반,358,7
109553,경기도,남양주시,진접읍,팔야리,일반,476,7
109554,충청북도,제천시,왕암동,,일반,553,18
109555,제주특별자치도,서귀포시,남원읍,위미리,일반,60,1
109556,충청북도,청주시 청원구,오창읍,주성리,일반,516,
109557,경상남도,함안군,군북면,중암리,일반,710,10
109558,경상남도,김해시,한림면,장방리,일반,871,112
109559,경상남도,김해시,삼계동,,일반,1271,1
109560,광주광역시,광산구,월계동,,일반,837,7
109561,충청북도,청주시 흥덕구,오송읍,동평리,일반,207,3
109562,대구광역시,달서구,월암동,,일반,912,2
109563,충청북도,청주시 서원구,남이면,양촌리,일반,201,
109564,충청남도,아산시,탕정면,명암리,일반,952,6
109565,경기도,이천시,백사면,백우리,일반,339,27
109566,경상남도,창원시 진해구,용원동,,일반,1182,3
109567,경상남도,사천시,축동면,배춘리,일반,312,2
109568,경기도,안성시,원곡면,성주리,일반,171,8
109569,경상북도,구미시,옥계동,,일반,788,3
109570,광주광역시,광산구,월계동,,일반,807,7
109571,경기도,광주시,초월읍,선동리,일반,106,1
109572,경기도,연천군,백학면,백령리,일반,881,
109573,경기도,포천시,가산면,정교리,일반,233,7
109574,충청북도,충주시,중앙탑면,용전리,일반,257,
109575,충청북도,단양군,대강면,두음리,일반,240,1
109576,대구광역시,북구,노원동3가,,일반,220,7
109577,인천광역시,미추홀구,도화동,,일반,766,17
109578,경상남도,고성군,동해면,봉암리,일반,1361,
109579,인천광역시,서구,원창동,,일반,393,29
109580,경기도,남양주시,수동면,외방리,일반,605,18
109581,경기도,파주시,월롱면,덕은리,일반,1291,3
109582,전라남도,영암군,삼호읍,동호리,일반,1694,
109583,경기도,용인시 처인구,원삼면,목신리,산,75,10
109584,충청남도,공주시,정안면,보물리,일반,131,5
109585,경상남도,거제시,아주동,,일반,587,7
109586,경기도,파주시,문산읍,선유리,일반,218,
109587,충청남도,아산시,염치읍,서원리,일반,48,22
109588,전라남도,여수시,주삼동,,산,90,
109589,경기도,연천군,전곡읍,신답리,일반,29,3
109590,충청북도,청주시 청원구,오창읍,양청리,일반,742,3
109591,전라남도,고흥군,도화면,봉산리,일반,465,6
109592,전라남도,영암군,서호면,성재리,일반,1323,
109593,충청남도,아산시,탕정면,명암리,일반,944,4
109594,전라남도,고흥군,도화면,가화리,일반,157,1
109595,경상남도,거창군,위천면,남산리,일반,105,5
109596,충청북도,옥천군,옥천읍,하계리,일반,139,
109597,경상북도,영주시,풍기읍,산법리,일반,453,4
109598,경기도,파주시,월롱면,영태리,일반,96,11
109599,경기도,평택시,오성면,양교리,일반,892,
109600,경상북도,상주시,사벌국면,덕가리,일반,401,1
109601,충청북도,진천군,초평면,용기리,일반,482,1
109602,경기도,김포시,대곶면,석정리,일반,232,24
109603,경기도,양주시,남면,두곡리,일반,46,
109604,대구광역시,북구,검단동,,일반,777,73
109605,전라남도,해남군,현산면,고현리,일반,633,1
109606,부산광역시,영도구,청학동,,일반,217,147
109607,경기도,연천군,왕징면,강서리,일반,654,
109608,경기도,광주시,추자동,,일반,455,26
109609,경기도,화성시,서신면,장외리,일반,404,1
109610,광주광역시,광산구,월계동,,일반,793,13
109611,충청북도,청주시 청원구,북이면,토성리,일반,54,
109612,경기도,김포시,대곶면,대벽리,일반,789,
109613,대전광역시,유성구,죽동,,일반,720,4
109614,경상북도,경산시,와촌면,상암리,일반,53,12
109615,충청남도,태안군,소원면,모항리,일반,1146,
109616,경상북도,포항시 북구,기계면,지가리,일반,694,12
109617,경기도,포천시,설운동,,일반,587,15
109618,경상남도,합천군,가회면,중촌리,일반,23,
109619,경기도,김포시,월곶면,고양리,일반,449,9
109620,충청북도,청주시 흥덕구,오송읍,서평리,일반,235,4
109621,세종특별자치시,,전의면,신방리,산,16,1
109622,대구광역시,달성군,구지면,내리,산,84,3
109623,충청북도,청주시 흥덕구,오송읍,봉산리,일반,886,
109624,경상남도,진주시,사봉면,봉곡리,산,140,
109625,경상남도,하동군,고전면,대덕리,일반,403,
109626,경기도,광주시,문형동,,일반,495,2
109627,경기도,화성시,향남읍,구문천리,일반,248,65
109628,경기도,연천군,중면,중사리,일반,348,
109629,대구광역시,북구,노원동3가,,일반,190,6
109630,충청남도,아산시,음봉면,소동리,일반,120,18
109631,충청북도,옥천군,안내면,월외리,일반,254,5
109632,경상북도,영주시,장수면,반구리,일반,851,4
109633,울산광역시,울주군,온산읍,덕신리,일반,1306,11
109634,충청남도,천안시 서북구,차암동,,일반,112,9
109635,전라남도,광양시,진월면,망덕리,산,17,3
109636,전라남도,신안군,하의면,대리,일반,4,11
109637,대구광역시,달성군,유가읍,용리,산,142,2
109638,전라남도,장성군,진원면,산동리,산,105,25
109639,울산광역시,울주군,온산읍,덕신리,일반,1348,10
109640,경기도,화성시,서신면,홍법리,일반,250,8
109641,경상북도,의성군,다인면,외정리,일반,91,4
109642,울산광역시,울주군,온산읍,덕신리,일반,358,1
109643,경상남도,밀양시,삼랑진읍,미전리,일반,305,9
109644,경상남도,창원시 진해구,용원동,,일반,1176,6
109645,경상북도,성주군,선남면,관화리,일반,1041,1
109646,경상북도,구미시,옥계동,,일반,824,1
109647,대전광역시,유성구,신성동,,일반,142,15
109648,경상북도,고령군,성산면,고탄리,일반,632,
109649,충청남도,당진시,합덕읍,석우리,일반,1158,
109650,경상남도,함안군,칠서면,계내리,일반,193,2
109651,대전광역시,유성구,문지동,,일반,651,5
109652,경상남도,사천시,축동면,구호리,일반,919,
109653,경기도,안성시,공도읍,마정리,일반,605,
109654,경상북도,상주시,공성면,봉산리,일반,495,
109655,충청북도,영동군,영동읍,화신리,일반,479,8
109656,충청남도,예산군,고덕면,지곡리,일반,188,3
109657,세종특별자치시,,전의면,신방리,일반,206,
109658,전라남도,나주시,다시면,월태리,일반,402,7
109659,서울특별시,강남구,세곡동,,일반,21,5
109660,대구광역시,달성군,유가읍,상리,일반,958,
109661,충청남도,천안시 동남구,풍세면,용정리,일반,365,3
109662,인천광역시,서구,가좌동,,일반,81,89
109663,전라남도,광양시,태인동,,일반,1420,1
109664,전라남도,여수시,웅천동,,일반,1649,3
109665,대전광역시,유성구,전민동,,일반,370,15
109666,경기도,이천시,백사면,도립리,일반,214,
109667,대구광역시,북구,침산동,,일반,1106,4
109668,경상북도,구미시,장천면,하장리,일반,22,2
109669,전라남도,광양시,태인동,,일반,1578,2
109670,경상남도,함안군,칠원읍,용정리,일반,1143,5
109671,서울특별시,구로구,온수동,,일반,69,6
109672,전라남도,강진군,성전면,월평리,일반,861,1
109673,경상북도,김천시,삼락동,,일반,891,165
109674,전라남도,광양시,태인동,,일반,125,5
109675,경기도,연천군,중면,합수리,일반,262,
109676,경상남도,양산시,상북면,소토리,일반,29,6
109677,충청남도,당진시,송악읍,석포리,일반,321,17
109678,울산광역시,울주군,온산읍,덕신리,일반,1333,7
109679,충청북도,청주시 청원구,오창읍,양청리,일반,697,6
109680,충청남도,금산군,군북면,외부리,일반,640,1
109681,경기도,화성시,우정읍,화산리,일반,120,8
109682,충청남도,금산군,금성면,하신리,일반,393,2
109683,경상남도,창원시 진해구,용원동,,일반,1254,10
109684,경기도,시흥시,월곶동,,일반,520,252
109685,대전광역시,유성구,전민동,,일반,368,12
109686,대구광역시,달서구,호림동,,일반,18,15
109687,광주광역시,광산구,월계동,,일반,846,2
109688,충청남도,천안시 동남구,풍세면,용정리,일반,430,
109689,경기도,연천군,청산면,대전리,일반,657,1
109690,대전광역시,유성구,궁동,,일반,406,4
109691,충청남도,논산시,상월면,대촌리,일반,372,7
109692,경기도,양주시,덕계동,,일반,554,5
109693,경기도,파주시,법원읍,금곡리,일반,475,
109694,경상남도,창원시 마산회원구,내서읍,평성리,일반,179,1
109695,전라남도,순천시,인월동,,일반,58,10
109696,전라남도,여수시,웅천동,,일반,1812,17
109697,충청남도,보령시,주포면,관산리,일반,334,4
109698,전라남도,광양시,옥곡면,신금리,일반,1618,
109699,전라남도,신안군,비금면,죽림리,산,10,1
109700,대전광역시,유성구,신성동,,일반,368,3
109701,전라남도,영암군,삼호읍,난전리,일반,1230,1
109702,경기도,포천시,가산면,가산리,일반,312,1
109703,경상북도,의성군,비안면,서부리,일반,344,3
109704,충청남도,아산시,둔포면,석곡리,일반,1419,
109705,대구광역시,북구,노원동3가,,일반,450,4
109706,전라남도,화순군,화순읍,앵남리,일반,22,
109707,부산광역시,강서구,화전동,,일반,318,5
109708,충청남도,논산시,은진면,시묘리,일반,80,1
109709,경상남도,사천시,곤양면,흥사리,일반,44,2
109710,경상남도,의령군,정곡면,백곡리,일반,888,9
109711,경상북도,포항시 북구,흥해읍,곡강리,일반,300,
109712,충청북도,충주시,앙성면,용포리,일반,418,2
109713,대구광역시,달서구,파호동,,일반,93,15
109714,울산광역시,울주군,온산읍,덕신리,일반,487,2
109715,충청남도,서산시,오남동,,일반,363,12
109716,경상북도,칠곡군,기산면,행정리,일반,395,1
109717,경기도,포천시,소흘읍,고모리,일반,526,1
109718,경상북도,상주시,청리면,마공리,일반,310,2
109719,충청남도,당진시,고대면,당진포리,일반,605,17
109720,충청북도,청주시 서원구,현도면,중삼리,일반,186,1
109721,경상북도,영천시,금호읍,오계리,일반,21,6
109722,전라남도,장성군,남면,월정리,일반,444,
109723,충청남도,논산시,광석면,왕전리,일반,810,3
109724,경상북도,구미시,인의동,,일반,259,5
109725,경상북도,구미시,금전동,,일반,772,
109726,전라남도,영암군,영암읍,송평리,일반,253,
109727,서울특별시,종로구,부암동,,일반,69,1
109728,경기도,안성시,서운면,신능리,일반,223,1
109729,경기도,파주시,광탄면,분수리,일반,2,10
109730,경기도,화성시,장안면,수촌리,일반,135,17
109731,충청남도,태안군,원북면,신두리,일반,1139,91
109732,경상북도,구미시,해평면,오상리,일반,143,
109733,충청북도,충주시,대소원면,영평리,일반,836,
109734,대구광역시,북구,노원동3가,,일반,237,40
109735,광주광역시,광산구,월계동,,일반,766,3
109736,울산광역시,울주군,온산읍,덕신리,일반,413,14
109737,부산광역시,강서구,신호동,,일반,309,13
109738,충청남도,공주시,월미동,,일반,74,3
109739,경기도,남양주시,수동면,송천리,일반,362,
109740,경기도,포천시,소흘읍,이가팔리,일반,413,2
109741,경상남도,진주시,정촌면,예하리,일반,1284,6
109742,경기도,시흥시,정왕동,,일반,1377,8
109743,제주특별자치도,서귀포시,대정읍,일과리,일반,1326,
109744,대전광역시,유성구,탑립동,,일반,616,2
109745,충청남도,예산군,고덕면,오추리,산,92,1
109746,부산광역시,강서구,송정동,,일반,1571,6
109747,경기도,연천군,왕징면,고잔상리,일반,334,
109748,경기도,여주시,가남읍,정단리,일반,119,5
109749,부산광역시,강서구,지사동,,일반,1405,
109750,경상남도,김해시,한림면,안곡리,일반,328,
109751,부산광역시,기장군,정관읍,달산리,일반,994,10
109752,대구광역시,북구,노원동3가,,일반,74,41
109753,전라남도,완도군,완도읍,대야리,일반,182,1
109754,광주광역시,광산구,월계동,,일반,875,10
109755,충청남도,아산시,탕정면,명암리,일반,11,4
109756,전라남도,진도군,군내면,녹진리,일반,676,
109757,경상북도,경주시,서면,사라리,일반,130,5
109758,경기도,평택시,청북읍,토진리,일반,626,
109759,울산광역시,울주군,온산읍,덕신리,일반,1301,1
109760,광주광역시,광산구,월계동,,일반,850,16
109761,경상남도,양산시,호계동,,일반,753,5
109762,울산광역시,울주군,온산읍,덕신리,일반,1335,14
109763,경기도,김포시,월곶면,고양리,일반,23,2
109764,부산광역시,금정구,회동동,,일반,555,6
109765,경상북도,영주시,안정면,오계리,일반,273,1
109766,경상남도,김해시,주촌면,원지리,산,163,
109767,전라남도,광양시,태인동,,산,22,2
109768,광주광역시,광산구,월전동,,일반,100,16
109769,경기도,시흥시,정왕동,,일반,2807,
109770,대구광역시,달성군,현풍읍,중리,일반,509,5
109771,전라남도,순천시,서면,압곡리,일반,1002,10
109772,경기도,남양주시,진건읍,진관리,일반,982,5
109773,제주특별자치도,제주시,한경면,청수리,일반,2357,
109774,경상남도,통영시,광도면,덕포리,일반,356,12
109775,대구광역시,달서구,대천동,,일반,605,3
109776,경기도,여주시,흥천면,복대리,일반,139,1
109777,경기도,평택시,청북읍,토진리,산,21,5
109778,경기도,안산시 상록구,팔곡이동,,일반,71,
109779,인천광역시,남동구,고잔동,,일반,668,12
109780,대구광역시,달성군,다사읍,세천리,일반,1697,2
109781,경기도,광주시,중대동,,일반,290,15
109782,충청남도,논산시,부적면,신교리,일반,22,
109783,충청북도,청주시 흥덕구,옥산면,덕촌리,일반,739,23
109784,경상남도,거창군,가북면,우혜리,일반,1033,2
109785,울산광역시,울주군,온산읍,처용리,산,5,2
109786,제주특별자치도,제주시,삼양일동,,일반,458,
109787,경기도,포천시,관인면,탄동리,일반,146,2
109788,광주광역시,남구,송하동,,일반,411,11
109789,경기도,포천시,관인면,냉정리,일반,824,1
109790,경기도,화성시,팔탄면,지월리,일반,499,19
109791,경상북도,포항시 북구,흥해읍,곡강리,일반,139,2
109792,대전광역시,유성구,전민동,,일반,303,12
109793,전라남도,해남군,문내면,예락리,일반,1248,13
109794,경상북도,성주군,초전면,용봉리,일반,350,7
109795,대구광역시,달서구,장동,,일반,333,26
109796,경상남도,김해시,진례면,담안리,일반,1563,4
109797,전라남도,여수시,주삼동,,산,82,4
109798,경기도,안산시 단원구,원시동,,일반,438,3
109799,경상남도,함안군,대산면,서촌리,일반,283,1
109800,경기도,포천시,가산면,우금리,일반,480,1
109801,대구광역시,달서구,갈산동,,일반,100,162
109802,경상남도,창원시 의창구,명서동,,일반,101,19
109803,경상북도,칠곡군,약목면,교리,일반,519,503
109804,경기도,화성시,송산면,지화리,일반,574,2
109805,충청북도,충주시,대소원면,영평리,일반,101,1
109806,부산광역시,기장군,장안읍,반룡리,산,137,2
109807,경기도,여주시,월송동,,일반,388,6
109808,경상남도,양산시,상북면,석계리,산,16,37
109809,경상남도,함안군,군북면,사도리,일반,315,
109810,전라남도,광양시,태인동,,일반,303,53
109811,경기도,동두천시,생연동,,일반,13,20
109812,경기도,동두천시,상패동,,일반,880,33
109813,전라남도,영암군,삼호읍,용앙리,일반,1655,1
109814,경상북도,구미시,시미동,,일반,166,3
109815,충청북도,충주시,중앙탑면,가흥리,일반,91,1
109816,전라남도,영암군,삼호읍,서창리,일반,706,
109817,경상북도,성주군,수륜면,계정리,일반,1693,34
109818,경기도,남양주시,진건읍,송능리,일반,48,3
109819,경기도,포천시,일동면,사직리,일반,864,6
109820,충청북도,충주시,엄정면,신만리,일반,577,
109821,충청남도,논산시,연무읍,황화정리,일반,797,8
109822,전라남도,장성군,진원면,산동리,일반,35,1
109823,대구광역시,북구,침산동,,일반,1224,
109824,경상북도,경산시,진량읍,신상리,일반,497,6
109825,전라남도,영암군,미암면,신포리,일반,997,8
109826,충청남도,서산시,성연면,오사리,일반,1787,
109827,충청북도,단양군,단양읍,노동리,일반,240,2
109828,경상북도,청도군,화양읍,진라리,일반,400,
109829,경기도,고양시 일산동구,설문동,,일반,234,8
109830,대전광역시,유성구,신성동,,산,40,22
109831,경기도,용인시 처인구,양지면,대대리,일반,129,3
109832,충청남도,당진시,송산면,유곡리,일반,1095,
109833,광주광역시,북구,오룡동,,일반,1110,39
109834,대전광역시,유성구,문지동,,일반,637,8
109835,경상북도,고령군,덕곡면,가륜리,일반,664,1
109836,제주특별자치도,서귀포시,상예동,,일반,4080,
109837,충청남도,보령시,주교면,고정리,산,25,
109838,세종특별자치시,,전의면,신방리,일반,191,1
109839,울산광역시,울주군,언양읍,반송리,산,138,10
109840,경상남도,진주시,정촌면,예하리,일반,477,11
109841,경기도,양주시,은현면,도하리,일반,736,14
109842,대구광역시,달성군,유가읍,봉리,일반,572,
109843,대전광역시,유성구,어은동,,일반,114,3
109844,경상북도,상주시,화남면,평온리,일반,775,
109845,경기도,파주시,광탄면,마장리,일반,183,2
109846,경상북도,상주시,낙동면,비룡리,일반,55,1
109847,경기도,김포시,통진읍,도사리,일반,774,1
109848,경상남도,진주시,정촌면,대축리,일반,128,
109849,충청북도,충주시,앙성면,능암리,산,61,2
109850,경상남도,통영시,광도면,안정리,일반,351,
109851,경기도,양주시,은현면,용암리,일반,903,2
109852,경상남도,창녕군,대합면,등지리,일반,795,8
109853,경기도,김포시,양촌읍,대포리,일반,253,1
109854,경기도,가평군,가평읍,승안리,일반,319,
109855,경상남도,함안군,칠원읍,용산리,일반,512,
109856,경상북도,구미시,공단동,,일반,242,2
109857,경기도,연천군,청산면,장탄리,일반,490,
109858,충청남도,태안군,소원면,신덕리,일반,170,1
109859,대구광역시,달서구,월암동,,일반,931,3
109860,전라남도,영암군,도포면,봉호리,일반,733,
109861,경기도,연천군,장남면,고랑포리,일반,782,
109862,전라남도,순천시,서면,압곡리,일반,38,13
109863,충청북도,증평군,증평읍,미암리,일반,538,
109864,전라남도,영암군,삼호읍,용앙리,일반,1690,3
109865,경상남도,창원시 마산회원구,봉암동,,일반,660,335
109866,경상남도,창원시 진해구,성내동,,일반,488,3
109867,부산광역시,강서구,지사동,,일반,1201,3
109868,대전광역시,유성구,죽동,,일반,702,4
109869,경상북도,영천시,고경면,삼귀리,일반,299,2
109870,대구광역시,달성군,현풍읍,중리,일반,451,2
109871,전라남도,고흥군,점암면,천학리,일반,449,17
109872,경기도,용인시 처인구,원삼면,미평리,일반,86,8
109873,경기도,파주시,파평면,금파리,일반,44,
109874,경기도,가평군,설악면,미사리,일반,71,
109875,경상북도,상주시,청리면,하초리,일반,678,2
109876,경상남도,창원시 성산구,사파정동,,일반,620,5
109877,경상남도,고성군,동해면,장좌리,일반,634,
109878,경기도,수원시 권선구,대황교동,,일반,34,3
109879,충청남도,부여군,초촌면,신암리,일반,2,5
109880,경기도,안산시 단원구,성곡동,,일반,676,11
109881,경기도,화성시,남양읍,온석리,일반,21,2
109882,대구광역시,북구,노원동3가,,일반,1039,11
109883,대전광역시,유성구,봉산동,,일반,316,
109884,경상북도,경산시,자인면,남촌리,일반,254,2
109885,경기도,고양시 일산동구,사리현동,,일반,498,7
109886,인천광역시,서구,원창동,,일반,391,72
109887,대구광역시,북구,노원동3가,,일반,217,1
109888,제주특별자치도,서귀포시,대정읍,무릉리,일반,1318,
109889,경상남도,함안군,칠원읍,용정리,일반,854,8
109890,경상남도,통영시,광도면,노산리,일반,321,45
109891,경상북도,칠곡군,석적읍,중리,일반,373,13
109892,대전광역시,유성구,원촌동,,일반,112,8
109893,울산광역시,울주군,온산읍,덕신리,일반,1358,11
109894,경기도,화성시,마도면,청원리,일반,1468,
109895,경기도,김포시,감정동,,일반,257,
109896,경상남도,함안군,군북면,월촌리,일반,1999,
109897,경상북도,경산시,자인면,옥천리,일반,138,1
109898,경상북도,김천시,아포읍,인리,일반,896,
109899,경기도,용인시 처인구,원삼면,좌항리,일반,579,
109900,충청남도,서산시,대산읍,대로리,일반,34,29
109901,전라남도,광양시,태인동,,일반,896,344
109902,전라남도,구례군,광의면,방광리,일반,895,1
109903,전라남도,영암군,삼호읍,용앙리,일반,1641,2
109904,대전광역시,유성구,신성동,,산,40,24
109905,경상북도,예천군,풍양면,흔효리,일반,525,3
109906,광주광역시,광산구,옥동,,일반,1240,5
109907,충청북도,청주시 청원구,오창읍,양청리,일반,718,18
109908,경상남도,거제시,두모동,,산,26,14
109909,인천광역시,강화군,송해면,숭뢰리,일반,1,8
109910,충청남도,서산시,장동,,산,46,3
109911,경기도,파주시,맥금동,,일반,702,
109912,전라남도,장성군,진원면,학림리,일반,152,2
109913,대구광역시,달성군,구지면,응암리,일반,1224,5
109914,대구광역시,북구,노원동3가,,일반,11,7
109915,울산광역시,울주군,상북면,거리,일반,1170,4
109916,경기도,김포시,양촌읍,학운리,일반,3884,
109917,제주특별자치도,서귀포시,안덕면,상창리,일반,691,
109918,경상남도,김해시,한림면,퇴래리,일반,181,
109919,경기도,화성시,우정읍,화산리,일반,1068,5
109920,경기도,포천시,신북면,신평리,일반,522,4
109921,충청북도,진천군,진천읍,가산리,일반,786,
109922,경기도,화성시,향남읍,백토리,일반,441,4
109923,충청남도,금산군,추부면,장대리,일반,577,
109924,세종특별자치시,,전동면,노장리,일반,418,5
109925,경기도,포천시,관인면,사정리,일반,301,10
109926,전라남도,해남군,산이면,금송리,일반,3,7
109927,충청북도,음성군,맹동면,인곡리,일반,434,
109928,전라남도,해남군,문내면,무고리,일반,932,45
109929,대구광역시,달성군,유가읍,쌍계리,일반,615,3
109930,충청북도,청주시 서원구,남이면,가마리,일반,146,5
109931,경기도,안산시 단원구,목내동,,일반,4,7
109932,경상남도,창원시 진해구,원포동,,일반,563,1
109933,충청북도,청주시 흥덕구,오송읍,동평리,일반,92,1
109934,대전광역시,유성구,신성동,,산,11,12
109935,경기도,하남시,감북동,,일반,131,1
109936,경기도,연천군,중면,중사리,일반,169,
109937,대전광역시,유성구,전민동,,일반,437,
109938,경기도,광주시,능평동,,일반,474,
109939,부산광역시,강서구,신호동,,일반,242,1
109940,경상북도,영천시,화산면,연계리,일반,174,5
109941,충청남도,예산군,광시면,동산리,일반,212,39
109942,충청북도,음성군,대소면,소석리,일반,47,
109943,경상북도,포항시 남구,구룡포읍,성동리,일반,27,2
109944,경기도,양주시,백석읍,홍죽리,일반,389,10
109945,경상남도,창원시 마산회원구,내서읍,평성리,일반,211,2
109946,경기도,연천군,왕징면,고잔하리,일반,402,
109947,대전광역시,대덕구,신일동,,일반,1688,26
109948,전라남도,무안군,망운면,피서리,일반,547,90
109949,경기도,안성시,미양면,보체리,일반,281,
109950,울산광역시,울주군,온산읍,덕신리,일반,1352,10
109951,경기도,가평군,조종면,대보리,일반,138,
109952,대구광역시,서구,이현동,,일반,42,159
109953,충청남도,당진시,합덕읍,대전리,일반,115,15
