일련번호,시도,시군구,읍면동,리,구분,번,지
109954,경기도,화성시,마도면,금당리,일반,702,7
109955,충청남도,천안시 서북구,성환읍,율금리,일반,749,27
109956,경기도,화성시,팔탄면,하저리,일반,16,29
109957,충청북도,진천군,이월면,신월리,일반,231,37
109958,광주광역시,북구,대촌동,,일반,959,47
109959,전라남도,완도군,생일면,유서리,일반,38,
109960,제주특별자치도,서귀포시,성산읍,온평리,일반,305,
109961,경기도,평택시,칠원동,,일반,85,3
109962,광주광역시,광산구,진곡동,,일반,542,
109963,충청북도,청주시 청원구,오창읍,주성리,일반,514,
109964,전라남도,광양시,태인동,,일반,365,5
109965,경기도,파주시,탄현면,축현리,일반,1025,
109966,경상남도,양산시,상북면,소토리,일반,1240,
109967,경기도,포천시,신북면,신평리,일반,237,22
109968,경상북도,성주군,성주읍,용산리,일반,509,
109969,경기도,연천군,중면,적거리,일반,165,
109970,충청남도,당진시,석문면,초락도리,일반,1311,
109971,경상북도,포항시 북구,흥해읍,용한리,산,132,5
109972,대전광역시,유성구,도룡동,,일반,381,24
109973,경기도,화성시,봉담읍,유리,일반,42,
109974,충청남도,당진시,면천면,송학리,일반,506,18
109975,울산광역시,울주군,상북면,산전리,일반,1084,43
109976,대전광역시,유성구,신성동,,일반,545,
109977,충청북도,진천군,이월면,노원리,일반,600,52
109978,경기도,시흥시,도창동,,일반,8,3
109979,전라남도,여수시,주삼동,,일반,586,14
109980,대구광역시,달서구,장동,,일반,824,
109981,충청남도,당진시,송산면,유곡리,일반,908,
109982,충청북도,청주시 흥덕구,지동동,,일반,622,5
109983,경기도,양주시,율정동,,일반,617,3
109984,충청북도,음성군,음성읍,읍내리,일반,770,7
109985,경기도,연천군,중면,마거리,일반,530,
109986,광주광역시,광산구,옥동,,일반,179,3
109987,경기도,포천시,가산면,정교리,일반,531,10
109988,전라남도,순천시,별량면,구룡리,일반,181,4
109989,전라남도,광양시,태인동,,일반,237,22
109990,울산광역시,울주군,온산읍,덕신리,일반,272,13
109991,경기도,광주시,문형동,,일반,266,1
109992,대전광역시,유성구,신성동,,일반,118,11
109993,경상남도,밀양시,삼랑진읍,용전리,산,149,6
109994,경상남도,김해시,상동면,우계리,일반,686,
109995,대구광역시,달성군,논공읍,금포리,일반,945,1
109996,경기도,화성시,팔탄면,구장리,일반,129,
109997,경기도,의왕시,오전동,,일반,124,5
109998,충청남도,서산시,지곡면,무장리,일반,1706,
109999,제주특별자치도,제주시,한림읍,상명리,일반,673,
110000,대전광역시,유성구,죽동,,일반,699,4
110001,경상남도,창원시 진해구,원포동,,일반,485,1
110002,인천광역시,서구,왕길동,,일반,215,3
110003,울산광역시,울주군,온산읍,화산리,일반,1011,1
110004,경상남도,진주시,하대동,,일반,71,48
110005,전라남도,여수시,묘도동,,산,163,
110006,대전광역시,대덕구,대화동,,산,32,25
110007,대전광역시,유성구,관평동,,일반,1091,
110008,경상북도,경주시,양남면,읍천리,일반,440,
110009,광주광역시,광산구,운남동,,일반,517,14
110010,경기도,화성시,향남읍,동오리,일반,23,
110011,충청남도,보령시,웅천읍,두룡리,일반,621,
110012,제주특별자치도,제주시,도두일동,,일반,1235,
110013,제주특별자치도,제주시,조천읍,선흘리,일반,2612,17
110014,제주특별자치도,제주시,한림읍,옹포리,일반,295,6
110015,제주특별자치도,서귀포시,토평동,,일반,3271,3
110016,충청남도,예산군,고덕면,지곡리,산,21,3
110017,경기도,화성시,우정읍,이화리,일반,1002,3
110018,경기도,고양시 덕양구,관산동,,일반,621,1
110019,전라남도,영암군,삼호읍,용앙리,일반,1702,46
110020,경기도,양주시,남면,상수리,일반,246,3
110021,전라남도,신안군,팔금면,원산리,일반,1930,1
110022,경기도,김포시,양촌읍,학운리,일반,2701,5
110023,경기도,연천군,장남면,판부리,일반,189,
110024,부산광역시,강서구,신호동,,일반,304,10
110025,경기도,양주시,은현면,용암리,일반,12,20
110026,경상남도,창원시 진해구,용원동,,일반,1223,10
110027,전라남도,광양시,진월면,진정리,일반,934,6
110028,부산광역시,기장군,정관읍,달산리,일반,1028,11
110029,충청남도,공주시,송선동,,일반,50,8
110030,경기도,연천군,중면,적거리,일반,322,
110031,경상북도,봉화군,법전면,법전리,일반,1059,1
110032,전라남도,고흥군,금산면,오천리,일반,9,2
110033,충청북도,청주시 흥덕구,오송읍,서평리,일반,207,4
110034,제주특별자치도,서귀포시,성산읍,삼달리,일반,1539,1
110035,충청남도,당진시,송산면,유곡리,일반,881,
110036,경기도,남양주시,진건읍,용정리,일반,7,1
110037,인천광역시,서구,가좌동,,일반,173,558
110038,부산광역시,강서구,지사동,,일반,1391,4
110039,울산광역시,울주군,온산읍,덕신리,일반,267,17
110040,충청북도,청주시 흥덕구,오송읍,서평리,일반,219,30
110041,경기도,연천군,전곡읍,은대리,일반,407,7
110042,경기도,연천군,청산면,장탄리,일반,23,
110043,충청남도,논산시,채운면,화산리,일반,276,
110044,경기도,포천시,가산면,금현리,일반,434,11
110045,충청남도,계룡시,두마면,입암리,일반,149,1
110046,충청북도,제천시,강제동,,일반,236,1
110047,경기도,연천군,전곡읍,늘목리,일반,6,3
110048,경상남도,통영시,광도면,덕포리,산,132,
110049,경상남도,창원시 의창구,팔용동,,일반,8,2
110050,경기도,광주시,초월읍,지월리,일반,334,
110051,경기도,화성시,정남면,귀래리,일반,549,14
110052,경상북도,영천시,금호읍,구암리,일반,174,2
110053,경기도,포천시,신북면,가채리,일반,91,5
110054,경기도,김포시,양촌읍,학운리,일반,2922,
110055,충청북도,청주시 청원구,오창읍,주성리,산,56,2
110056,경기도,화성시,서신면,장외리,일반,654,9
110057,경상북도,경주시,천북면,신당리,일반,1399,414
110058,대구광역시,서구,중리동,,일반,1081,1
110059,인천광역시,남동구,고잔동,,일반,307,14
110060,전라남도,나주시,남평읍,서산리,일반,595,
110061,대구광역시,북구,노원동3가,,일반,1039,2
110062,경기도,연천군,왕징면,고잔하리,일반,171,
110063,대구광역시,달서구,호산동,,일반,358,6
110064,세종특별자치시,,전의면,신방리,일반,34,
110065,충청북도,청주시 청원구,오창읍,양청리,일반,733,15
110066,경상남도,함안군,칠원읍,용정리,일반,132,1
110067,경기도,연천군,중면,삼곶리,일반,588,
110068,경기도,광주시,문형동,,일반,689,4
110069,대구광역시,서구,중리동,,일반,1136,32
110070,경상북도,상주시,모동면,수봉리,일반,76,5
110071,부산광역시,사상구,감전동,,일반,161,8
110072,전라남도,광양시,태인동,,일반,4,4
110073,경기도,광주시,문형동,,일반,92,1
110074,경기도,포천시,영북면,산정리,일반,335,
110075,대구광역시,달성군,논공읍,남리,일반,201,1
110076,전라남도,신안군,압해읍,분매리,일반,597,82
110077,경상북도,영덕군,지품면,기사리,일반,529,
110078,경상남도,거제시,아주동,,일반,962,3
110079,경기도,여주시,가남읍,본두리,일반,8,20
110080,경상남도,함안군,칠서면,계내리,일반,193,6
110081,대전광역시,유성구,관평동,,일반,827,
110082,경기도,평택시,청북읍,현곡리,일반,43,14
110083,전라남도,장흥군,장흥읍,건산리,일반,212,9
110084,경상북도,구미시,옥계동,,일반,1107,
110085,충청남도,금산군,제원면,수당리,일반,171,2
110086,충청북도,청주시 청원구,오창읍,구룡리,일반,390,2
110087,충청북도,청주시 흥덕구,오송읍,서평리,일반,603,6
110088,전라남도,화순군,사평면,유마리,일반,125,5
110089,충청북도,청주시 청원구,내수읍,초정리,일반,243,1
110090,경상남도,진주시,문산읍,상문리,일반,372,2
110091,충청남도,예산군,예산읍,주교리,일반,512,27
110092,광주광역시,광산구,요기동,,일반,298,22
110093,대구광역시,달성군,유가읍,봉리,일반,578,5
110094,경기도,안성시,가사동,,일반,77,3
110095,경상남도,창원시 성산구,웅남동,,일반,60,12
110096,경상북도,성주군,선남면,오도리,일반,61,
110097,충청북도,음성군,음성읍,용산리,일반,1413,4
110098,충청남도,당진시,송악읍,고대리,일반,163,126
110099,경상북도,영주시,풍기읍,금계리,일반,640,6
110100,대구광역시,달성군,하빈면,하산리,일반,1100,30
110101,경상북도,경주시,건천읍,대곡리,일반,385,1
110102,충청남도,아산시,인주면,걸매리,일반,480,
110103,광주광역시,광산구,진곡동,,일반,515,
110104,전라남도,나주시,문평면,옥당리,일반,582,19
110105,경상북도,울진군,평해읍,평해리,일반,1465,3
110106,대전광역시,유성구,궁동,,일반,395,7
110107,경기도,안산시 단원구,초지동,,산,12,9
110108,세종특별자치시,,전의면,신방리,일반,238,
110109,세종특별자치시,,전동면,심중리,일반,190,
110110,대구광역시,서구,이현동,,일반,42,77
110111,경상남도,창원시 진해구,원포동,,일반,367,2
110112,경기도,파주시,조리읍,오산리,산,8,
110113,충청남도,천안시 동남구,풍세면,용정리,일반,345,
110114,경기도,파주시,문산읍,이천리,일반,47,2
110115,경상북도,구미시,비산동,,일반,263,
110116,광주광역시,북구,오룡동,,일반,1092,
110117,경상남도,양산시,상북면,소토리,일반,97,21
110118,대구광역시,달성군,논공읍,노이리,일반,1308,
110119,충청남도,태안군,원북면,방갈리,일반,797,
110120,전라남도,순천시,해룡면,신성리,일반,690,
110121,경상북도,영천시,금호읍,덕성리,일반,31,
110122,전라남도,광양시,옥곡면,신금리,일반,219,3
110123,경기도,평택시,청북읍,한산리,일반,258,2
110124,경기도,포천시,내촌면,마명리,일반,308,5
110125,경기도,광주시,초월읍,선동리,일반,79,1
110126,경상북도,경주시,양남면,상계리,산,15,1
110127,광주광역시,광산구,쌍암동,,일반,667,3
110128,충청남도,아산시,인주면,걸매리,일반,379,
110129,경상북도,포항시 북구,흥해읍,용한리,산,84,
110130,경상남도,김해시,진영읍,본산리,일반,478,2
110131,경기도,양주시,남면,상수리,일반,607,
110132,전라남도,신안군,임자면,도찬리,일반,21,66
110133,대구광역시,달서구,호산동,,일반,384,
110134,경기도,김포시,월곶면,고양리,일반,17,35
110135,경상남도,김해시,주촌면,원지리,일반,1077,
110136,전라남도,여수시,웅천동,,일반,1704,4
110137,충청북도,청주시 흥덕구,오송읍,오송리,일반,276,41
110138,경기도,포천시,소흘읍,무봉리,일반,239,3
110139,경상북도,포항시 남구,구룡포읍,성동리,일반,587,1
110140,충청북도,제천시,왕암동,,일반,89,66
110141,경상남도,양산시,어곡동,,산,125,4
110142,충청남도,보령시,웅천읍,독산리,일반,741,
110143,경기도,연천군,백학면,노곡리,일반,952,
110144,경기도,포천시,화현면,명덕리,일반,53,
110145,경기도,안성시,신소현동,,일반,122,2
110146,경기도,포천시,가산면,우금리,일반,566,
110147,광주광역시,광산구,쌍암동,,일반,662,3
110148,울산광역시,북구,산하동,,일반,192,6
110149,울산광역시,동구,일산동,,일반,467,33
110150,경상북도,구미시,옥계동,,일반,1042,
110151,경기도,용인시 처인구,원삼면,목신리,일반,837,3
110152,경상북도,경산시,압량읍,당리리,일반,523,3
110153,전라남도,장성군,황룡면,월평리,일반,604,6
110154,충청북도,청주시 흥덕구,오송읍,서평리,일반,236,1
110155,경상북도,봉화군,봉성면,우곡리,일반,573,1
110156,충청남도,서천군,마서면,죽산리,일반,547,6
110157,경기도,여주시,세종대왕면,광대리,일반,463,123
110158,제주특별자치도,제주시,한림읍,금악리,일반,2884,
110159,경기도,김포시,통진읍,귀전리,일반,40,41
110160,경상북도,경주시,건천읍,용명리,산,291,2
110161,전라남도,광양시,태인동,,일반,644,
110162,경상남도,김해시,한림면,병동리,일반,916,3
110163,경기도,화성시,반정동,,일반,380,15
110164,경기도,파주시,법원읍,대능리,일반,445,3
110165,충청남도,예산군,삽교읍,두리,일반,116,
110166,경기도,양주시,은현면,운암리,일반,261,1
110167,경상북도,성주군,선남면,선원리,일반,431,6
110168,경기도,가평군,가평읍,달전리,일반,449,3
110169,부산광역시,강서구,명지동,,일반,3251,10
110170,경기도,김포시,대곶면,송마리,일반,761,16
110171,전라남도,장흥군,대덕읍,옹암리,일반,259,6
110172,충청남도,논산시,은진면,토양리,산,53,3
110173,경상북도,상주시,공검면,화동리,일반,413,5
110174,충청남도,아산시,음봉면,동암리,일반,375,4
110175,충청남도,예산군,광시면,서초정리,일반,785,5
110176,제주특별자치도,제주시,한경면,청수리,일반,3374,
